event_id,object_id
EVT002929,BATCH00202
EVT002929,QCS00205
EVT002930,BATCH00202
EVT002931,BATCH00203
EVT002931,MO01004
EVT002932,BATCH00203
EVT002933,BATCH00203
EVT002933,DEV2
EVT002933,MAT00255
EVT002933,MAT00925
EVT002933,MAT01717
EVT002933,MAT00353
EVT002934,BATCH00203
EVT002934,DEV2
EVT002934,DEV2_ASSEMBLY
EVT002935,BATCH00203
EVT002935,DEV2
EVT002935,DEV2_ASSEMBLY
EVT002936,BATCH00203
EVT002936,DEV2
EVT002936,DEV2_CALIB
EVT002937,BATCH00203
EVT002937,DEV2
EVT002937,DEV2_CALIB
EVT002938,BATCH00203
EVT002938,DEV2
EVT002938,DEV2_ASSEMBLY
EVT002939,BATCH00203
EVT002939,DEV2
EVT002939,DEV2_PACK
EVT002940,BATCH00203
EVT002940,DEV2
EVT002940,DEV2_PACK
EVT002941,BATCH00203
EVT002941,DEV2
EVT002942,BATCH00203
EVT002942,DEVIAT0035
EVT002943,BATCH00203
EVT002943,DEVIAT0035
EVT002944,BATCH00203
EVT002944,DEVIAT0035
EVT002945,BATCH00203
EVT002945,DEVIAT0035
EVT002946,BATCH00203
EVT002946,QCS00206
EVT002947,BATCH00203
EVT002947,QCS00206
EVT002948,BATCH00203
EVT002949,BATCH00204
EVT002949,MO01095
EVT002950,BATCH00204
EVT002951,BATCH00204
EVT002951,TL2
EVT002951,MAT02834
EVT002951,MAT03429
EVT002952,BATCH00204
EVT002952,TL2
EVT002952,TL2_COMP
EVT002953,BATCH00204
EVT002953,TL2
EVT002953,TL2_COMP
EVT002954,BATCH00204
EVT002954,TL1
EVT002954,TL1_COAT
EVT002955,BATCH00204
EVT002955,TL1
EVT002955,TL1_COAT
EVT002956,BATCH00204
EVT002956,TL1
EVT002956,TL1_PACK
EVT002957,BATCH00204
EVT002957,TL1
EVT002957,TL1_PACK
EVT002958,BATCH00204
EVT002958,QCS00207
EVT002959,BATCH00204
EVT002959,QCS00207
EVT002960,BATCH00204
EVT002961,BATCH00205
EVT002961,MO00151
EVT002962,BATCH00205
EVT002963,BATCH00205
EVT002963,INJ2
EVT002963,MAT02986
EVT002963,MAT03018
EVT002964,BATCH00205
EVT002964,INJ2
EVT002964,INJ2_FILL
EVT002965,BATCH00205
EVT002965,INJ2
EVT002965,INJ2_FILL
EVT002966,BATCH00205
EVT002966,INJ2
EVT002966,INJ2_FILL
EVT002967,BATCH00205
EVT002967,INJ2
EVT002967,INJ2_FILL
EVT002968,BATCH00205
EVT002968,INJ2
EVT002968,INJ2_FILL
EVT002969,BATCH00205
EVT002969,INJ2
EVT002969,INJ2_FILL
EVT002970,BATCH00205
EVT002970,INJ2
EVT002970,INJ2_LYO
EVT002971,BATCH00205
EVT002971,INJ2
EVT002972,BATCH00205
EVT002972,INJ2
EVT002972,INJ2_PACK
EVT002973,BATCH00205
EVT002973,INJ2
EVT002973,INJ2_PACK
EVT002974,BATCH00205
EVT002974,QCS00208
EVT002975,BATCH00205
EVT002975,QCS00208
EVT002976,BATCH00205
EVT002977,BATCH00206
EVT002978,BATCH00206
EVT002979,BATCH00206
EVT002979,INJ2
EVT002979,MAT03295
EVT002979,MAT02211
EVT002980,BATCH00206
EVT002980,INJ2
EVT002980,INJ2_FILL
EVT002981,BATCH00206
EVT002981,INJ2
EVT002981,INJ2_FILL
EVT002982,BATCH00206
EVT002982,INJ2
EVT002982,INJ2_FILL
EVT002983,BATCH00206
EVT002983,INJ2
EVT002983,INJ2_FILL
EVT002984,BATCH00206
EVT002984,INJ2
EVT002984,INJ2_FILL
EVT002985,BATCH00206
EVT002985,INJ2
EVT002985,INJ2_FILL
EVT002986,BATCH00206
EVT002986,INJ2
EVT002986,INJ2_LYO
EVT002987,BATCH00206
EVT002987,INJ2
EVT002988,BATCH00206
EVT002988,INJ2
EVT002988,INJ2_PACK
EVT002989,BATCH00206
EVT002989,INJ2
EVT002989,INJ2_PACK
EVT002990,BATCH00206
EVT002990,QCS00209
EVT002991,BATCH00206
EVT002991,QCS00209
EVT002992,BATCH00206
EVT002993,BATCH00207
EVT002993,MO01453
EVT002994,BATCH00207
EVT002995,BATCH00207
EVT002995,CL2
EVT002995,MAT00542
EVT002995,MAT00820
EVT002995,MAT00228
EVT002995,MAT03820
EVT002995,MAT00778
EVT002996,BATCH00207
EVT002996,CL2
EVT002996,CL2_FILL
EVT002997,BATCH00207
EVT002997,CL2
EVT002997,CL2_FILL
EVT002998,BATCH00207
EVT002998,CL2
EVT002998,CL2_FILL
EVT002999,BATCH00207
EVT002999,CL2
EVT002999,CL2_FILL
EVT003000,BATCH00207
EVT003000,CL2
EVT003000,CL2_FILL
EVT003001,BATCH00207
EVT003001,CL2
EVT003001,CL2_FILL
EVT003002,BATCH00207
EVT003002,CL2
EVT003002,CL2_PACK
EVT003003,BATCH00207
EVT003003,CL2
EVT003003,CL2_PACK
EVT003004,BATCH00207
EVT003004,QCS00210
EVT003005,BATCH00207
EVT003005,QCS00210
EVT003006,BATCH00207
EVT003007,BATCH00208
EVT003007,MO00409
EVT003008,BATCH00208
EVT003009,BATCH00208
EVT003009,DEV1
EVT003009,MAT01374
EVT003009,MAT02201
EVT003010,BATCH00208
EVT003010,DEV1
EVT003010,DEV1_ASSEMBLY
EVT003011,BATCH00208
EVT003011,DEV1
EVT003011,DEV1_ASSEMBLY
EVT003012,BATCH00208
EVT003012,DEV1
EVT003012,DEV1_CALIB
EVT003013,BATCH00208
EVT003013,DEV1
EVT003013,DEV1_CALIB
EVT003014,BATCH00208
EVT003014,DEV1
EVT003014,DEV1_ASSEMBLY
EVT003015,BATCH00208
EVT003015,DEV1
EVT003015,DEV1_PACK
EVT003016,BATCH00208
EVT003016,DEV1
EVT003016,DEV1_PACK
EVT003017,BATCH00208
EVT003017,DEV1
EVT003018,BATCH00208
EVT003018,QCS00211
EVT003019,BATCH00208
EVT003019,QCS00211
EVT003020,BATCH00208
EVT003021,BATCH00209
EVT003021,MO01488
EVT003022,BATCH00209
EVT003023,BATCH00209
EVT003023,HORM2
EVT003023,MAT03763
EVT003023,MAT02624
EVT003023,MAT03668
EVT003024,BATCH00209
EVT003024,HORM2
EVT003025,BATCH00209
EVT003025,HORM2
EVT003025,HORM2_COMP
EVT003026,BATCH00209
EVT003026,HORM2
EVT003026,HORM2_COMP
EVT003027,BATCH00209
EVT003027,HORM2
EVT003027,HORM2_COMP
EVT003028,BATCH00209
EVT003028,HORM2
EVT003028,HORM2_COMP
EVT003029,BATCH00209
EVT003029,HORM2
EVT003029,HORM2_COAT
EVT003030,BATCH00209
EVT003030,HORM2
EVT003030,HORM2_COAT
EVT003031,BATCH00209
EVT003031,HORM2
EVT003031,HORM2_PACK
EVT003032,BATCH00209
EVT003032,HORM2
EVT003032,HORM2_PACK
EVT003033,BATCH00209
EVT003034,BATCH00209
EVT003034,QCS00212
EVT003035,BATCH00209
EVT003035,QCS00212
EVT003036,BATCH00209
EVT003037,BATCH00210
EVT003038,BATCH00210
EVT003039,BATCH00210
EVT003039,TL1
EVT003039,MAT00025
EVT003039,MAT00886
EVT003039,MAT03715
EVT003039,MAT01591
EVT003039,MAT02118
EVT003040,BATCH00210
EVT003040,TL1
EVT003040,TL1_COMP
EVT003041,TL1_COMP
EVT003041,TL1
EVT003041,BATCH00210
EVT003042,BATCH00210
EVT003042,TL1
EVT003042,TL1_COMP
EVT003043,BATCH00210
EVT003043,TL1
EVT003043,TL1_COAT
EVT003044,BATCH00210
EVT003044,TL1
EVT003044,TL1_COAT
EVT003045,BATCH00210
EVT003045,TL1
EVT003045,TL1_PACK
EVT003046,BATCH00210
EVT003046,TL1
EVT003046,TL1_PACK
EVT003047,BATCH00210
EVT003047,QCS00213
EVT003048,BATCH00210
EVT003048,QCS00213
EVT003049,BATCH00210
EVT003050,BATCH00211
EVT003050,MO00486
EVT003051,BATCH00211
EVT003052,BATCH00211
EVT003052,CL1
EVT003052,MAT00648
EVT003052,MAT02821
EVT003052,MAT00820
EVT003052,MAT03144
EVT003053,BATCH00211
EVT003053,CL1
EVT003053,CL1_FILL
EVT003054,BATCH00211
EVT003054,CL1
EVT003054,CL1_FILL
EVT003055,BATCH00211
EVT003055,CL1
EVT003055,CL1_FILL
EVT003056,BATCH00211
EVT003056,CL1
EVT003056,CL1_FILL
EVT003057,BATCH00211
EVT003057,CL1
EVT003057,CL1_FILL
EVT003058,BATCH00211
EVT003058,CL1
EVT003058,CL1_FILL
EVT003059,BATCH00211
EVT003059,CL1
EVT003059,CL1_PACK
EVT003060,BATCH00211
EVT003060,CL1
EVT003060,CL1_PACK
EVT003061,BATCH00211
EVT003061,QCS00214
EVT003062,BATCH00211
EVT003062,QCS00214
EVT003063,BATCH00211
EVT003064,BATCH00212
EVT003065,BATCH00212
EVT003066,BATCH00212
EVT003066,HORM2
EVT003066,MAT02841
EVT003066,MAT01169
EVT003066,MAT03792
EVT003066,MAT01350
EVT003067,BATCH00212
EVT003067,HORM2
EVT003068,BATCH00212
EVT003068,HORM2
EVT003068,HORM2_COMP
EVT003069,BATCH00212
EVT003069,HORM2
EVT003069,HORM2_COMP
EVT003070,BATCH00212
EVT003070,HORM2
EVT003070,HORM2_COMP
EVT003071,BATCH00212
EVT003071,HORM2
EVT003071,HORM2_COMP
EVT003072,BATCH00212
EVT003072,HORM2
EVT003072,HORM2_COAT
EVT003073,BATCH00212
EVT003073,HORM2
EVT003073,HORM2_COAT
EVT003074,BATCH00212
EVT003074,HORM2
EVT003074,HORM2_PACK
EVT003075,BATCH00212
EVT003075,HORM2
EVT003075,HORM2_PACK
EVT003076,BATCH00212
EVT003077,BATCH00212
EVT003077,QCS00215
EVT003078,BATCH00212
EVT003078,QCS00215
EVT003079,BATCH00212
EVT003080,BATCH00213
EVT003080,MO00837
EVT003081,BATCH00213
EVT003082,BATCH00213
EVT003082,TL2
EVT003082,MAT01834
EVT003082,MAT00043
EVT003083,BATCH00213
EVT003083,TL2
EVT003083,TL2_COMP
EVT003084,BATCH00213
EVT003084,TL2
EVT003084,TL2_COMP
EVT003085,BATCH00213
EVT003085,TL2
EVT003085,TL2_COMP
EVT003086,BATCH00213
EVT003086,TL2
EVT003086,TL2_COMP
EVT003087,BATCH00213
EVT003087,TL2
EVT003087,TL2_COAT
EVT003088,BATCH00213
EVT003088,TL2
EVT003088,TL2_COAT
EVT003089,BATCH00213
EVT003089,TL2
EVT003089,TL2_PACK
EVT003090,BATCH00213
EVT003090,TL2
EVT003090,TL2_PACK
EVT003091,BATCH00213
EVT003091,QCS00216
EVT003092,BATCH00213
EVT003092,QCS00216
EVT003093,BATCH00213
EVT003094,BATCH00214
EVT003094,MO00711
EVT003095,BATCH00214
EVT003096,BATCH00214
EVT003096,TL2
EVT003096,MAT00308
EVT003096,MAT00857
EVT003096,MAT01005
EVT003096,MAT02420
EVT003097,BATCH00214
EVT003097,TL2
EVT003097,TL2_COMP
EVT003098,BATCH00214
EVT003098,TL2
EVT003098,TL2_COMP
EVT003099,BATCH00214
EVT003099,TL2
EVT003099,TL2_COMP
EVT003100,BATCH00214
EVT003100,TL2
EVT003100,TL2_COMP
EVT003101,BATCH00214
EVT003101,TL2
EVT003101,TL2_COAT
EVT003102,BATCH00214
EVT003102,TL2
EVT003102,TL2_COAT
EVT003103,BATCH00214
EVT003103,TL2
EVT003103,TL2_PACK
EVT003104,BATCH00214
EVT003104,TL2
EVT003104,TL2_PACK
EVT003105,BATCH00214
EVT003105,QCS00217
EVT003106,BATCH00214
EVT003106,QCS00217
EVT003107,BATCH00214
EVT003108,BATCH00215
EVT003108,MO00880
EVT003109,BATCH00215
EVT003110,BATCH00215
EVT003110,DEV2
EVT003110,MAT02923
EVT003110,MAT02488
EVT003110,MAT02028
EVT003110,MAT01081
EVT003111,BATCH00215
EVT003111,DEV2
EVT003111,DEV2_ASSEMBLY
EVT003112,BATCH00215
EVT003112,DEV2
EVT003112,DEV2_ASSEMBLY
EVT003113,BATCH00215
EVT003113,DEV2
EVT003113,DEV2_CALIB
EVT003114,BATCH00215
EVT003114,DEV2
EVT003114,DEV2_CALIB
EVT003115,BATCH00215
EVT003115,DEV2
EVT003115,DEV2_ASSEMBLY
EVT003116,BATCH00215
EVT003116,DEV2
EVT003116,DEV2_PACK
EVT003117,BATCH00215
EVT003117,DEV2
EVT003117,DEV2_PACK
EVT003118,BATCH00215
EVT003118,DEV2
EVT003119,BATCH00215
EVT003119,QCS00218
EVT003120,BATCH00215
EVT003120,QCS00218
EVT003121,BATCH00215
EVT003122,BATCH00216
EVT003122,MO00389
EVT003123,BATCH00216
EVT003124,BATCH00216
EVT003124,TL3
EVT003124,MAT03221
EVT003124,MAT02796
EVT003124,MAT00546
EVT003125,BATCH00216
EVT003125,TL3
EVT003125,TL3_COMP
EVT003126,TL3_COMP
EVT003126,TL3
EVT003126,BATCH00216
EVT003127,BATCH00216
EVT003127,TL3
EVT003127,TL3_COMP
EVT003128,BATCH00216
EVT003128,TL3
EVT003128,TL3_COAT
EVT003129,BATCH00216
EVT003129,TL3
EVT003129,TL3_COAT
EVT003130,BATCH00216
EVT003130,TL3
EVT003130,TL3_PACK
EVT003131,BATCH00216
EVT003131,TL3
EVT003131,TL3_PACK
EVT003132,BATCH00216
EVT003132,QCS00219
EVT003133,BATCH00216
EVT003133,QCS00219
EVT003134,BATCH00216
EVT003135,BATCH00217
EVT003135,MO00489
EVT003136,BATCH00217
EVT003137,BATCH00217
EVT003137,DEV1
EVT003137,MAT00268
EVT003137,MAT01734
EVT003138,BATCH00217
EVT003138,DEV1
EVT003138,DEV1_ASSEMBLY
EVT003139,BATCH00217
EVT003139,DEV1
EVT003139,DEV1_ASSEMBLY
EVT003140,BATCH00217
EVT003140,DEV1
EVT003140,DEV1_CALIB
EVT003141,BATCH00217
EVT003141,DEV1
EVT003141,DEV1_CALIB
EVT003142,BATCH00217
EVT003142,DEV1
EVT003142,DEV1_ASSEMBLY
EVT003143,BATCH00217
EVT003143,DEV1
EVT003143,DEV1_PACK
EVT003144,BATCH00217
EVT003144,DEV1
EVT003144,DEV1_PACK
EVT003145,BATCH00217
EVT003145,DEV1
EVT003146,BATCH00217
EVT003146,QCS00220
EVT003147,BATCH00217
EVT003147,QCS00220
EVT003148,BATCH00217
EVT003149,BATCH00218
EVT003149,MO01165
EVT003150,BATCH00218
EVT003151,BATCH00218
EVT003151,INJ1
EVT003151,MAT00121
EVT003151,MAT00016
EVT003152,BATCH00218
EVT003152,INJ1
EVT003152,INJ1_FILL
EVT003153,BATCH00218
EVT003153,INJ1
EVT003153,INJ1_FILL
EVT003154,BATCH00218
EVT003154,INJ1
EVT003154,INJ1_FILL
EVT003155,BATCH00218
EVT003155,INJ1
EVT003155,INJ1_FILL
EVT003156,BATCH00218
EVT003156,INJ1
EVT003156,INJ1_FILL
EVT003157,BATCH00218
EVT003157,INJ1
EVT003157,INJ1_FILL
EVT003158,BATCH00218
EVT003158,INJ1
EVT003158,INJ1_LYO
EVT003159,BATCH00218
EVT003159,INJ1
EVT003160,BATCH00218
EVT003160,INJ1
EVT003160,INJ1_PACK
EVT003161,BATCH00218
EVT003161,INJ1
EVT003161,INJ1_PACK
EVT003162,BATCH00218
EVT003162,QCS00221
EVT003163,BATCH00218
EVT003163,QCS00221
EVT003164,BATCH00218
EVT003164,DEVIAT0036
EVT003165,BATCH00218
EVT003165,DEVIAT0036
EVT003166,BATCH00218
EVT003166,QCS00222
EVT003167,BATCH00218
EVT003167,QCS00222
EVT003168,BATCH00218
EVT003168,DEVIAT0036
EVT003169,BATCH00218
EVT003170,BATCH00219
EVT003170,MO00348
EVT003171,BATCH00219
EVT003172,BATCH00219
EVT003172,CL2
EVT003172,MAT03376
EVT003172,MAT00154
EVT003172,MAT02623
EVT003172,MAT01938
EVT003173,BATCH00219
EVT003173,CL2
EVT003173,CL2_FILL
EVT003174,BATCH00219
EVT003174,DEVIAT0037
EVT003174,MAT03376
EVT003175,BATCH00219
EVT003175,DEVIAT0037
EVT003176,BATCH00219
EVT003176,CL2
EVT003176,MAT01108
EVT003177,BATCH00219
EVT003177,DEVIAT0037
EVT003178,BATCH00219
EVT003178,DEVIAT0037
EVT003179,BATCH00219
EVT003179,CL2
EVT003179,CL2_FILL
EVT003180,BATCH00219
EVT003180,CL2
EVT003180,CL2_COAT
EVT003181,BATCH00219
EVT003181,CL2
EVT003181,CL2_COAT
EVT003182,BATCH00219
EVT003182,CL2
EVT003182,CL2_PACK
EVT003183,BATCH00219
EVT003183,CL2
EVT003183,CL2_PACK
EVT003184,BATCH00219
EVT003184,QCS00223
EVT003185,BATCH00219
EVT003185,QCS00223
EVT003186,BATCH00219
EVT003187,BATCH00220
EVT003188,BATCH00220
EVT003189,BATCH00220
EVT003189,HORM1
EVT003189,MAT01095
EVT003189,MAT01291
EVT003189,MAT02438
EVT003189,MAT01990
EVT003189,MAT02645
EVT003190,BATCH00220
EVT003190,HORM1
EVT003191,BATCH00220
EVT003191,HORM1
EVT003191,HORM1_COMP
EVT003192,BATCH00220
EVT003192,HORM1
EVT003192,HORM1_COMP
EVT003193,BATCH00220
EVT003193,HORM1
EVT003193,HORM1_COMP
EVT003194,BATCH00220
EVT003194,HORM1
EVT003194,HORM1_COMP
EVT003195,BATCH00220
EVT003195,HORM1
EVT003195,HORM1_COAT
EVT003196,BATCH00220
EVT003196,HORM1
EVT003196,HORM1_COAT
EVT003197,BATCH00220
EVT003197,HORM1
EVT003197,HORM1_PACK
EVT003198,BATCH00220
EVT003198,HORM1
EVT003198,HORM1_PACK
EVT003199,BATCH00220
EVT003200,BATCH00220
EVT003200,QCS00224
EVT003201,BATCH00220
EVT003201,QCS00224
EVT003202,BATCH00220
EVT003203,BATCH00221
EVT003203,MO00262
EVT003204,BATCH00221
EVT003205,BATCH00221
EVT003205,INJ1
EVT003205,MAT00536
EVT003205,MAT00414
EVT003206,BATCH00221
EVT003206,INJ1
EVT003206,INJ1_FILL
EVT003207,BATCH00221
EVT003207,INJ1
EVT003207,INJ1_FILL
EVT003208,BATCH00221
EVT003208,INJ1
EVT003208,INJ1_FILL
EVT003209,BATCH00221
EVT003209,INJ1
EVT003209,INJ1_FILL
EVT003210,BATCH00221
EVT003210,INJ1
EVT003210,INJ1_FILL
EVT003211,BATCH00221
EVT003211,INJ1
EVT003211,INJ1_FILL
EVT003212,BATCH00221
EVT003212,INJ1
EVT003212,INJ1_LYO
EVT003213,BATCH00221
EVT003213,INJ1
EVT003214,BATCH00221
EVT003214,INJ1
EVT003214,INJ1_PACK
EVT003215,BATCH00221
EVT003215,INJ1
EVT003215,INJ1_PACK
EVT003216,BATCH00221
EVT003216,QCS00225
EVT003217,BATCH00221
EVT003217,QCS00225
EVT003218,BATCH00221
EVT003219,BATCH00222
EVT003219,MO00615
EVT003220,BATCH00222
EVT003221,BATCH00222
EVT003221,CL1
EVT003221,MAT03058
EVT003221,MAT02065
EVT003221,MAT02852
EVT003221,MAT02014
EVT003221,MAT00264
EVT003222,BATCH00222
EVT003223,BATCH00223
EVT003223,MO01120
EVT003224,BATCH00223
EVT003225,BATCH00223
EVT003225,CL1
EVT003225,MAT02996
EVT003225,MAT00819
EVT003226,BATCH00223
EVT003226,CL1
EVT003226,CL1_FILL
EVT003227,CL1_FILL
EVT003227,CL1
EVT003227,BATCH00223
EVT003228,BATCH00223
EVT003228,CL1
EVT003228,CL1_FILL
EVT003229,BATCH00223
EVT003229,DEVIAT0038
EVT003229,CL1_FILL
EVT003230,BATCH00223
EVT003230,DEVIAT0038
EVT003231,BATCH00223
EVT003231,DEVIAT0038
EVT003232,BATCH00223
EVT003232,DEVIAT0038
EVT003233,BATCH00223
EVT003233,CL1
EVT003233,CL1_COAT
EVT003234,BATCH00223
EVT003234,CL1
EVT003234,CL1_COAT
EVT003235,BATCH00223
EVT003235,CL1
EVT003235,CL1_PACK
EVT003236,BATCH00223
EVT003236,CL1
EVT003236,CL1_PACK
EVT003237,BATCH00223
EVT003237,QCS00226
EVT003238,BATCH00223
EVT003238,QCS00226
EVT003239,BATCH00223
EVT003240,BATCH00224
EVT003240,MO00245
EVT003241,BATCH00224
EVT003242,BATCH00224
EVT003242,CL1
EVT003242,MAT01574
EVT003242,MAT01642
EVT003243,BATCH00224
EVT003243,CL1
EVT003243,CL1_FILL
EVT003244,BATCH00224
EVT003244,CL1
EVT003244,CL1_FILL
EVT003245,BATCH00224
EVT003245,CL1
EVT003245,CL1_FILL
EVT003246,BATCH00224
EVT003246,CL1
EVT003246,CL1_FILL
EVT003247,BATCH00224
EVT003247,CL1
EVT003247,CL1_FILL
EVT003248,BATCH00224
EVT003248,CL1
EVT003248,CL1_FILL
EVT003249,BATCH00224
EVT003249,CL1
EVT003249,CL1_PACK
EVT003250,BATCH00224
EVT003250,CL1
EVT003250,CL1_PACK
EVT003251,BATCH00224
EVT003251,QCS00227
EVT003252,BATCH00224
EVT003252,QCS00227
EVT003253,BATCH00224
EVT003254,BATCH00225
EVT003254,MO00792
EVT003255,BATCH00225
EVT003256,BATCH00225
EVT003256,INJ2
EVT003256,MAT01193
EVT003256,MAT02799
EVT003256,MAT00236
EVT003257,BATCH00225
EVT003257,INJ2
EVT003257,INJ2_FILL
EVT003258,BATCH00225
EVT003258,INJ2
EVT003258,INJ2_FILL
EVT003259,BATCH00225
EVT003259,INJ2
EVT003259,INJ2_FILL
EVT003260,BATCH00225
EVT003260,INJ2
EVT003260,INJ2_FILL
EVT003261,BATCH00225
EVT003261,INJ2
EVT003261,INJ2_FILL
EVT003262,BATCH00225
EVT003262,INJ2
EVT003262,INJ2_FILL
EVT003263,BATCH00225
EVT003263,INJ2
EVT003263,INJ2_LYO
EVT003264,BATCH00225
EVT003264,INJ2
EVT003265,BATCH00225
EVT003265,INJ2
EVT003265,INJ2_PACK
EVT003266,BATCH00225
EVT003266,INJ2
EVT003266,INJ2_PACK
EVT003267,BATCH00225
EVT003267,QCS00228
EVT003268,BATCH00225
EVT003268,QCS00228
EVT003269,BATCH00225
EVT003270,BATCH00226
EVT003271,BATCH00226
EVT003272,BATCH00226
EVT003272,DEV1
EVT003272,MAT03318
EVT003272,MAT03837
EVT003272,MAT01097
EVT003272,MAT00631
EVT003273,BATCH00226
EVT003273,DEV1
EVT003273,DEV1_ASSEMBLY
EVT003274,BATCH00226
EVT003274,DEV1
EVT003274,DEV1_ASSEMBLY
EVT003275,BATCH00226
EVT003275,DEV1
EVT003275,DEV1_CALIB
EVT003276,BATCH00226
EVT003276,DEV1
EVT003276,DEV1_CALIB
EVT003277,BATCH00226
EVT003277,DEV1
EVT003277,DEV1_ASSEMBLY
EVT003278,BATCH00226
EVT003278,DEV1
EVT003278,DEV1_PACK
EVT003279,BATCH00226
EVT003279,DEV1
EVT003279,DEV1_PACK
EVT003280,BATCH00226
EVT003280,DEV1
EVT003281,BATCH00226
EVT003281,QCS00229
EVT003282,BATCH00226
EVT003282,QCS00229
EVT003283,BATCH00226
EVT003284,BATCH00227
EVT003284,MO00559
EVT003285,BATCH00227
EVT003286,BATCH00227
EVT003286,DEV2
EVT003286,MAT02497
EVT003286,MAT01108
EVT003286,MAT02158
EVT003286,MAT00054
EVT003286,MAT01224
EVT003287,BATCH00227
EVT003287,DEV2
EVT003287,DEV2_ASSEMBLY
EVT003288,BATCH00227
EVT003288,DEV2
EVT003288,DEV2_ASSEMBLY
EVT003289,BATCH00227
EVT003289,DEV2
EVT003289,DEV2_CALIB
EVT003290,BATCH00227
EVT003290,DEV2
EVT003290,DEV2_CALIB
EVT003291,BATCH00227
EVT003291,DEV2
EVT003291,DEV2_ASSEMBLY
EVT003292,BATCH00227
EVT003292,DEV2
EVT003292,DEV2_PACK
EVT003293,BATCH00227
EVT003293,DEV2
EVT003293,DEV2_PACK
EVT003294,BATCH00227
EVT003294,DEV2
EVT003295,BATCH00227
EVT003295,QCS00230
EVT003296,BATCH00227
EVT003296,QCS00230
EVT003297,BATCH00227
EVT003298,BATCH00228
EVT003298,MO01264
EVT003299,BATCH00228
EVT003300,BATCH00228
EVT003300,DEV1
EVT003300,MAT03971
EVT003300,MAT00369
EVT003300,MAT01450
EVT003301,BATCH00228
EVT003301,DEV1
EVT003301,DEV1_ASSEMBLY
EVT003302,BATCH00228
EVT003302,DEV1
EVT003302,DEV1_ASSEMBLY
EVT003303,BATCH00228
EVT003303,DEV1
EVT003303,DEV1_CALIB
EVT003304,BATCH00228
EVT003304,DEV1
EVT003304,DEV1_CALIB
EVT003305,BATCH00228
EVT003305,DEV1
EVT003305,DEV1_ASSEMBLY
EVT003306,BATCH00228
EVT003306,DEV1
EVT003306,DEV1_PACK
EVT003307,BATCH00228
EVT003307,DEV1
EVT003307,DEV1_PACK
EVT003308,BATCH00228
EVT003308,DEV1
EVT003309,BATCH00228
EVT003309,QCS00231
EVT003310,BATCH00228
EVT003310,QCS00231
EVT003311,BATCH00228
EVT003312,BATCH00229
EVT003313,BATCH00229
EVT003314,BATCH00229
EVT003314,TL3
EVT003314,MAT03437
EVT003314,MAT02484
EVT003314,MAT01311
EVT003315,BATCH00229
EVT003315,TL3
EVT003315,TL3_COMP
EVT003316,BATCH00229
EVT003316,TL3
EVT003316,TL3_COMP
EVT003317,BATCH00229
EVT003317,TL3
EVT003317,TL3_COAT
EVT003318,BATCH00229
EVT003318,TL3
EVT003318,TL3_COAT
EVT003319,BATCH00229
EVT003319,TL3
EVT003319,TL3_PACK
EVT003320,BATCH00229
EVT003320,TL3
EVT003320,TL3_PACK
EVT003321,BATCH00229
EVT003321,TL3
EVT003321,TL3_PACK
EVT003322,BATCH00229
EVT003322,TL3
EVT003322,TL3_PACK
EVT003323,BATCH00229
EVT003323,QCS00232
EVT003324,BATCH00229
EVT003324,QCS00232
EVT003325,BATCH00229
EVT003326,BATCH00230
EVT003326,MO00909
EVT003327,BATCH00230
EVT003328,BATCH00230
EVT003328,HORM2
EVT003328,MAT02692
EVT003328,MAT03960
EVT003328,MAT02631
EVT003329,BATCH00230
EVT003329,HORM2
EVT003330,BATCH00230
EVT003330,HORM2
EVT003330,HORM2_COMP
EVT003331,BATCH00230
EVT003331,HORM2
EVT003331,HORM2_COMP
EVT003332,BATCH00230
EVT003332,HORM2
EVT003332,HORM2_COMP
EVT003333,BATCH00230
EVT003333,HORM2
EVT003333,HORM2_COMP
EVT003334,BATCH00230
EVT003334,HORM2
EVT003334,HORM2_COAT
EVT003335,BATCH00230
EVT003335,HORM2
EVT003335,HORM2_COAT
EVT003336,BATCH00230
EVT003336,HORM2
EVT003336,HORM2_PACK
EVT003337,BATCH00230
EVT003337,HORM2
EVT003337,HORM2_PACK
EVT003338,BATCH00230
EVT003339,BATCH00230
EVT003339,QCS00233
EVT003340,BATCH00230
EVT003340,QCS00233
EVT003341,BATCH00230
EVT003342,BATCH00231
EVT003342,MO00244
EVT003343,BATCH00231
EVT003344,BATCH00231
EVT003344,CL2
EVT003344,MAT00934
EVT003344,MAT01932
EVT003344,MAT02783
EVT003345,BATCH00231
EVT003345,CL2
EVT003345,CL2_FILL
EVT003346,BATCH00231
EVT003346,CL2
EVT003346,CL2_FILL
EVT003347,BATCH00231
EVT003347,CL2
EVT003347,CL2_FILL
EVT003348,BATCH00231
EVT003348,CL2
EVT003348,CL2_FILL
EVT003349,BATCH00231
EVT003349,CL2
EVT003349,CL2_FILL
EVT003350,BATCH00231
EVT003350,CL2
EVT003350,CL2_FILL
EVT003351,BATCH00231
EVT003351,CL2
EVT003351,CL2_PACK
EVT003352,BATCH00231
EVT003352,CL2
EVT003352,CL2_PACK
EVT003353,BATCH00231
EVT003353,QCS00234
EVT003354,BATCH00231
EVT003354,QCS00234
EVT003355,BATCH00231
EVT003356,BATCH00232
EVT003356,MO00643
EVT003357,BATCH00232
EVT003358,BATCH00232
EVT003358,TL3
