object_id,api_supplier_risk,campaign_flag,client_type,dosage_form,line,market,planned_qty,plant,priority,product_code,uom
BATCH08392,Medium,Yes,OwnBrand,Tablet,TL3,FR,82116,PLANT_SOLIDS,High,IBUP400TAB,TabletsCaps
BATCH01654,Medium,No,OwnBrand,Injectable,INJ1,FR,29802,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH08649,Medium,No,OwnBrand,Device,DEV2,DE,41057,PLANT_SPECIAL,High,INSUPEN,Units
BATCH04963,High,No,Contract,Capsule,CL2,DE,75078,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH01554,Low,Yes,OwnBrand,Hormonal,HORM2,PT,13567,PLANT_SPECIAL,High,EE30TAB,Units
BATCH05374,Low,No,OwnBrand,Capsule,CL2,IT,67968,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH04212,High,No,Contract,Capsule,CL2,DE,266061,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH04304,Low,No,Contract,Device,DEV2,UK,11018,PLANT_SPECIAL,Medium,INHALER,Units
BATCH05134,Medium,Yes,Contract,Hormonal,HORM2,ES,37496,PLANT_SPECIAL,High,LEVOHORMIMPL,Units
BATCH07653,Medium,No,Contract,Hormonal,HORM2,ES,7136,PLANT_SPECIAL,Low,LEVOHORMIMPL,Units
BATCH08325,High,No,Contract,Injectable,INJ1,UK,10234,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH00359,High,No,Contract,Injectable,INJ1,UK,6131,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH06827,High,Yes,Contract,Injectable,INJ1,UK,3427,PLANT_PARENTERAL,High,CEF1GIV,Units
BATCH02339,High,Yes,Contract,Capsule,CL1,DE,233380,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH02196,Medium,No,OwnBrand,Tablet,TL1,FR,186555,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH04224,Medium,No,OwnBrand,Device,DEV2,DE,34121,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH06198,Medium,No,OwnBrand,Device,DEV2,DE,26885,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH04920,Medium,No,OwnBrand,Injectable,INJ1,FR,23238,PLANT_PARENTERAL,Low,HEP5000SC,Units
BATCH01517,Low,Yes,OwnBrand,Tablet,TL3,ES,116019,PLANT_SOLIDS,High,PARA500TAB,TabletsCaps
BATCH03145,High,No,Contract,Injectable,INJ2,UK,26188,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH03826,Medium,No,Contract,Hormonal,HORM2,ES,5337,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH03025,High,Yes,Contract,Capsule,CL1,DE,139435,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH05865,Low,No,Contract,Device,DEV2,UK,25705,PLANT_SPECIAL,Medium,INHALER,Units
BATCH05950,High,No,Contract,Injectable,INJ2,UK,24626,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH02382,Low,No,OwnBrand,Tablet,TL1,ES,499443,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH05968,Low,No,OwnBrand,Capsule,CL2,IT,439105,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH05313,Medium,No,OwnBrand,Tablet,TL2,FR,104752,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH06004,High,Yes,Contract,Capsule,CL2,DE,265180,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH00656,Low,Yes,OwnBrand,Capsule,CL2,IT,179179,PLANT_SOLIDS,Low,OMEP20CAP,TabletsCaps
BATCH08110,High,No,Contract,Injectable,INJ2,UK,46068,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH07510,Medium,Yes,OwnBrand,Injectable,INJ2,FR,28292,PLANT_PARENTERAL,Low,HEP5000SC,Units
BATCH05759,Low,No,OwnBrand,Hormonal,HORM1,PT,46643,PLANT_SPECIAL,Low,EE30TAB,Units
BATCH06964,Medium,No,OwnBrand,Tablet,TL3,FR,359929,PLANT_SOLIDS,High,IBUP400TAB,TabletsCaps
BATCH08405,Medium,No,OwnBrand,Tablet,TL2,FR,334173,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH03803,Medium,No,OwnBrand,Device,DEV1,DE,23062,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH04284,Medium,No,OwnBrand,Tablet,TL1,FR,468301,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH03358,High,No,Contract,Capsule,CL1,DE,177830,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH09466,High,No,Contract,Capsule,CL2,DE,241760,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH00098,Medium,No,Contract,Hormonal,HORM2,ES,36914,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH09347,Medium,No,OwnBrand,Injectable,INJ2,FR,25155,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH03065,Low,No,OwnBrand,Tablet,TL2,ES,406328,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH02230,High,Yes,Contract,Injectable,INJ1,UK,24359,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH00349,High,Yes,Contract,Capsule,CL1,DE,124459,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH04043,High,Yes,Contract,Injectable,INJ1,UK,18328,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH05383,Low,No,OwnBrand,Hormonal,HORM2,PT,3175,PLANT_SPECIAL,High,EE30TAB,Units
BATCH04133,Medium,No,OwnBrand,Injectable,INJ1,FR,6070,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH04311,Medium,Yes,Contract,Hormonal,HORM2,ES,36172,PLANT_SPECIAL,High,LEVOHORMIMPL,Units
BATCH08931,High,No,Contract,Injectable,INJ2,UK,7512,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH01230,Medium,No,OwnBrand,Tablet,TL2,FR,147372,PLANT_SOLIDS,High,IBUP400TAB,TabletsCaps
BATCH04263,High,No,Contract,Injectable,INJ2,UK,15729,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH07834,Low,No,Contract,Device,DEV1,UK,14832,PLANT_SPECIAL,Medium,INHALER,Units
BATCH04073,High,No,Contract,Capsule,CL2,DE,471041,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH09116,Medium,No,OwnBrand,Injectable,INJ1,FR,43288,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH08256,Medium,Yes,OwnBrand,Tablet,TL2,FR,67088,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH01452,High,No,Contract,Injectable,INJ1,UK,11872,PLANT_PARENTERAL,High,CEF1GIV,Units
BATCH07297,Medium,Yes,OwnBrand,Device,DEV1,DE,4154,PLANT_SPECIAL,High,INSUPEN,Units
BATCH01730,Low,No,OwnBrand,Tablet,TL3,ES,63632,PLANT_SOLIDS,High,PARA500TAB,TabletsCaps
BATCH01967,Medium,No,Contract,Hormonal,HORM2,ES,38974,PLANT_SPECIAL,Low,LEVOHORMIMPL,Units
BATCH09423,Medium,No,OwnBrand,Tablet,TL3,FR,307019,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH06643,Medium,Yes,Contract,Hormonal,HORM2,ES,1002,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH03170,High,No,Contract,Injectable,INJ1,UK,32366,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH07336,Low,No,Contract,Device,DEV1,UK,37094,PLANT_SPECIAL,Medium,INHALER,Units
BATCH05061,Low,No,OwnBrand,Capsule,CL1,IT,448422,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH04259,Low,No,Contract,Device,DEV2,UK,30678,PLANT_SPECIAL,Medium,INHALER,Units
BATCH06496,Low,No,OwnBrand,Tablet,TL3,ES,332351,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH03202,Low,Yes,Contract,Device,DEV1,UK,16676,PLANT_SPECIAL,Low,INHALER,Units
BATCH07265,High,No,Contract,Injectable,INJ2,UK,36926,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH02072,Low,Yes,OwnBrand,Tablet,TL1,ES,231252,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH06149,High,No,Contract,Capsule,CL2,DE,176462,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH06765,Low,Yes,OwnBrand,Tablet,TL3,ES,87500,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH08410,Low,No,OwnBrand,Hormonal,HORM2,PT,46034,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH00395,Low,No,Contract,Device,DEV1,UK,23524,PLANT_SPECIAL,Medium,INHALER,Units
BATCH01142,Low,Yes,OwnBrand,Capsule,CL2,IT,174839,PLANT_SOLIDS,Low,OMEP20CAP,TabletsCaps
BATCH08044,High,No,Contract,Capsule,CL1,DE,58778,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH00631,Low,No,OwnBrand,Capsule,CL1,IT,482426,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH04762,High,Yes,Contract,Capsule,CL1,DE,87865,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH05020,Medium,No,OwnBrand,Device,DEV2,DE,18048,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH09918,Medium,No,OwnBrand,Tablet,TL1,FR,406463,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
BATCH09852,Low,No,Contract,Device,DEV2,UK,37968,PLANT_SPECIAL,High,INHALER,Units
BATCH03229,Low,No,OwnBrand,Tablet,TL3,ES,303884,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH02331,Medium,Yes,OwnBrand,Tablet,TL3,FR,444852,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
BATCH06068,High,No,Contract,Capsule,CL1,DE,166675,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH00288,Low,No,Contract,Device,DEV2,UK,27206,PLANT_SPECIAL,Medium,INHALER,Units
BATCH01020,Low,No,OwnBrand,Capsule,CL2,IT,313715,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH00156,Medium,Yes,OwnBrand,Injectable,INJ2,FR,28565,PLANT_PARENTERAL,Low,HEP5000SC,Units
BATCH03865,Medium,No,OwnBrand,Device,DEV2,DE,45589,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH00948,Low,Yes,OwnBrand,Hormonal,HORM1,PT,25445,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH09818,Medium,Yes,OwnBrand,Device,DEV1,DE,49351,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH02332,Low,No,OwnBrand,Tablet,TL2,ES,329855,PLANT_SOLIDS,High,PARA500TAB,TabletsCaps
BATCH03963,Medium,No,OwnBrand,Tablet,TL1,FR,339364,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH00188,Medium,No,OwnBrand,Device,DEV2,DE,43736,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH02165,Low,No,OwnBrand,Capsule,CL2,IT,92603,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH07260,Low,No,OwnBrand,Tablet,TL2,ES,171827,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH04203,Medium,No,OwnBrand,Tablet,TL3,FR,311358,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
BATCH06052,Medium,Yes,OwnBrand,Injectable,INJ1,FR,37543,PLANT_PARENTERAL,Low,HEP5000SC,Units
BATCH05317,High,No,Contract,Capsule,CL2,DE,205363,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH03335,Low,No,Contract,Device,DEV1,UK,21757,PLANT_SPECIAL,Medium,INHALER,Units
BATCH05494,Low,Yes,OwnBrand,Tablet,TL3,ES,64908,PLANT_SOLIDS,High,PARA500TAB,TabletsCaps
BATCH05650,Low,No,OwnBrand,Tablet,TL1,ES,300703,PLANT_SOLIDS,High,PARA500TAB,TabletsCaps
BATCH08636,Medium,No,OwnBrand,Device,DEV2,DE,21351,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH03543,Medium,Yes,OwnBrand,Injectable,INJ1,FR,37345,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH06943,Medium,No,OwnBrand,Device,DEV1,DE,48887,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH02752,Medium,No,OwnBrand,Device,DEV2,DE,12758,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH02933,Low,No,Contract,Device,DEV2,UK,19217,PLANT_SPECIAL,Medium,INHALER,Units
BATCH03629,Medium,Yes,OwnBrand,Injectable,INJ1,FR,28221,PLANT_PARENTERAL,High,HEP5000SC,Units
BATCH09298,Low,No,OwnBrand,Tablet,TL1,ES,70348,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH00458,High,Yes,Contract,Injectable,INJ1,UK,38657,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH01290,Medium,No,OwnBrand,Device,DEV1,DE,3406,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH03944,High,Yes,Contract,Injectable,INJ2,UK,12287,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH03316,High,No,Contract,Capsule,CL2,DE,443082,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH07055,Low,No,Contract,Device,DEV2,UK,18767,PLANT_SPECIAL,Medium,INHALER,Units
BATCH05156,Low,No,OwnBrand,Capsule,CL2,IT,381231,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH02842,Low,No,Contract,Device,DEV1,UK,42096,PLANT_SPECIAL,Medium,INHALER,Units
BATCH05431,Medium,No,Contract,Hormonal,HORM1,ES,31671,PLANT_SPECIAL,Low,LEVOHORMIMPL,Units
BATCH06572,Medium,No,OwnBrand,Tablet,TL2,FR,168065,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
BATCH07181,High,Yes,Contract,Capsule,CL2,DE,56926,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH03748,Low,No,OwnBrand,Capsule,CL2,IT,53019,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH08904,Low,No,OwnBrand,Tablet,TL3,ES,159895,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH07871,Low,Yes,OwnBrand,Capsule,CL2,IT,201073,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH06438,Low,No,Contract,Device,DEV2,UK,23937,PLANT_SPECIAL,Medium,INHALER,Units
BATCH02340,Medium,No,OwnBrand,Tablet,TL3,FR,311629,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH05085,Low,No,OwnBrand,Capsule,CL1,IT,252197,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH05673,High,No,Contract,Capsule,CL1,DE,332421,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH04511,Low,No,OwnBrand,Capsule,CL2,IT,175827,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH08308,Low,No,OwnBrand,Hormonal,HORM1,PT,30702,PLANT_SPECIAL,Low,EE30TAB,Units
BATCH05055,High,No,Contract,Capsule,CL1,DE,312171,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH04371,High,No,Contract,Capsule,CL2,DE,170214,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH02865,Low,No,OwnBrand,Hormonal,HORM1,PT,35965,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH07228,High,Yes,Contract,Capsule,CL1,DE,459047,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH09814,Low,No,OwnBrand,Tablet,TL1,ES,179896,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH08493,High,No,Contract,Injectable,INJ1,UK,30328,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH00896,Low,Yes,OwnBrand,Hormonal,HORM1,PT,46588,PLANT_SPECIAL,High,EE30TAB,Units
BATCH07339,Medium,No,OwnBrand,Tablet,TL2,FR,212711,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
BATCH04173,Medium,Yes,OwnBrand,Tablet,TL1,FR,173577,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH02493,High,Yes,Contract,Injectable,INJ1,UK,2651,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH09871,Low,No,OwnBrand,Tablet,TL2,ES,149193,PLANT_SOLIDS,High,PARA500TAB,TabletsCaps
BATCH09724,Low,No,OwnBrand,Capsule,CL1,IT,105579,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH03153,High,No,Contract,Injectable,INJ1,UK,5375,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH04555,Medium,No,OwnBrand,Device,DEV1,DE,19624,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH09246,High,No,Contract,Injectable,INJ1,UK,23569,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH03524,High,No,Contract,Injectable,INJ1,UK,37705,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH00329,Medium,No,OwnBrand,Tablet,TL1,FR,253767,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH08593,Low,No,OwnBrand,Tablet,TL3,ES,470835,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH07256,Low,No,OwnBrand,Capsule,CL1,IT,311357,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH09997,High,No,Contract,Injectable,INJ2,UK,44698,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH01435,Low,No,OwnBrand,Hormonal,HORM2,PT,38025,PLANT_SPECIAL,High,EE30TAB,Units
BATCH06700,Low,No,OwnBrand,Capsule,CL1,IT,328320,PLANT_SOLIDS,Low,OMEP20CAP,TabletsCaps
BATCH09706,High,No,Contract,Injectable,INJ2,UK,34056,PLANT_PARENTERAL,High,CEF1GIV,Units
BATCH03945,High,No,Contract,Capsule,CL1,DE,312652,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH05943,High,No,Contract,Injectable,INJ2,UK,11912,PLANT_PARENTERAL,High,CEF1GIV,Units
BATCH05742,Medium,No,OwnBrand,Tablet,TL2,FR,127726,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH03481,Medium,No,OwnBrand,Device,DEV1,DE,47470,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH06381,Low,No,Contract,Device,DEV2,UK,30981,PLANT_SPECIAL,Medium,INHALER,Units
BATCH06863,Medium,No,OwnBrand,Device,DEV1,DE,12058,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH02506,Medium,No,OwnBrand,Tablet,TL1,FR,449064,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH04634,Low,No,OwnBrand,Tablet,TL2,ES,148665,PLANT_SOLIDS,High,PARA500TAB,TabletsCaps
BATCH04410,Medium,Yes,Contract,Hormonal,HORM2,ES,1616,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH06487,Medium,No,OwnBrand,Device,DEV2,DE,35742,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH01617,Low,No,OwnBrand,Capsule,CL1,IT,443755,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH00304,Medium,Yes,OwnBrand,Injectable,INJ1,FR,24847,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH03611,High,No,Contract,Capsule,CL1,DE,219650,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH08882,Low,No,OwnBrand,Tablet,TL1,ES,499979,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH04818,Medium,No,OwnBrand,Device,DEV1,DE,14487,PLANT_SPECIAL,High,INSUPEN,Units
BATCH01012,Low,No,OwnBrand,Capsule,CL1,IT,244246,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH03463,Medium,No,Contract,Hormonal,HORM2,ES,21384,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH00247,Low,Yes,OwnBrand,Capsule,CL1,IT,180091,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH04466,Medium,Yes,OwnBrand,Tablet,TL3,FR,306304,PLANT_SOLIDS,High,IBUP400TAB,TabletsCaps
BATCH03240,Medium,Yes,OwnBrand,Tablet,TL2,FR,467640,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
BATCH01645,Medium,Yes,OwnBrand,Device,DEV1,DE,21437,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH03823,High,No,Contract,Capsule,CL2,DE,353541,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH05187,Low,Yes,OwnBrand,Capsule,CL1,IT,425760,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH05356,Low,No,Contract,Device,DEV1,UK,30916,PLANT_SPECIAL,Low,INHALER,Units
BATCH09188,Medium,No,Contract,Hormonal,HORM1,ES,6021,PLANT_SPECIAL,High,LEVOHORMIMPL,Units
BATCH05201,Medium,Yes,OwnBrand,Device,DEV1,DE,39762,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH01421,Medium,No,OwnBrand,Device,DEV2,DE,25903,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH04802,Low,Yes,OwnBrand,Hormonal,HORM2,PT,13493,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH04184,Medium,No,OwnBrand,Tablet,TL2,FR,239379,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH07298,Low,No,OwnBrand,Tablet,TL1,ES,471892,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH00409,High,No,Contract,Capsule,CL2,DE,187985,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH09288,Low,No,Contract,Device,DEV2,UK,45858,PLANT_SPECIAL,Low,INHALER,Units
BATCH08082,High,Yes,Contract,Capsule,CL2,DE,395921,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH05367,Medium,No,OwnBrand,Injectable,INJ1,FR,15175,PLANT_PARENTERAL,High,HEP5000SC,Units
BATCH08998,High,No,Contract,Capsule,CL2,DE,440246,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH01903,High,Yes,Contract,Capsule,CL2,DE,474476,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH05005,High,No,Contract,Capsule,CL2,DE,285665,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH04777,Medium,No,OwnBrand,Tablet,TL1,FR,373453,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH09095,Low,No,OwnBrand,Capsule,CL2,IT,98440,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH08429,High,No,Contract,Capsule,CL2,DE,275102,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH07494,High,No,Contract,Capsule,CL1,DE,263202,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH07117,Medium,No,Contract,Hormonal,HORM1,ES,39305,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH09193,Medium,No,OwnBrand,Tablet,TL3,FR,136683,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH05320,Medium,No,Contract,Hormonal,HORM2,ES,24873,PLANT_SPECIAL,Low,LEVOHORMIMPL,Units
BATCH03233,Low,No,Contract,Device,DEV1,UK,21472,PLANT_SPECIAL,Medium,INHALER,Units
BATCH08475,Medium,No,Contract,Hormonal,HORM1,ES,44828,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH08596,Low,No,Contract,Device,DEV2,UK,4113,PLANT_SPECIAL,Medium,INHALER,Units
BATCH04416,Medium,No,Contract,Hormonal,HORM2,ES,9723,PLANT_SPECIAL,Low,LEVOHORMIMPL,Units
BATCH05200,Medium,No,OwnBrand,Device,DEV1,DE,9738,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH09500,Low,Yes,OwnBrand,Hormonal,HORM2,PT,7297,PLANT_SPECIAL,High,EE30TAB,Units
BATCH03352,High,No,Contract,Injectable,INJ2,UK,48901,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH03574,Low,Yes,Contract,Device,DEV1,UK,30159,PLANT_SPECIAL,Low,INHALER,Units
BATCH04611,Low,No,OwnBrand,Hormonal,HORM2,PT,25354,PLANT_SPECIAL,High,EE30TAB,Units
BATCH07585,High,No,Contract,Capsule,CL2,DE,250639,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH09747,Low,No,Contract,Device,DEV2,UK,27524,PLANT_SPECIAL,High,INHALER,Units
BATCH04269,Low,Yes,OwnBrand,Tablet,TL3,ES,385876,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH09159,Medium,No,OwnBrand,Device,DEV2,DE,7831,PLANT_SPECIAL,High,INSUPEN,Units
BATCH00751,Medium,Yes,OwnBrand,Injectable,INJ2,FR,5925,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH01056,Low,Yes,OwnBrand,Hormonal,HORM2,PT,36484,PLANT_SPECIAL,Low,EE30TAB,Units
BATCH00827,High,Yes,Contract,Capsule,CL1,DE,472503,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH04913,Low,Yes,Contract,Device,DEV2,UK,5591,PLANT_SPECIAL,Medium,INHALER,Units
BATCH04467,Medium,No,OwnBrand,Injectable,INJ1,FR,44658,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH09957,Medium,Yes,OwnBrand,Device,DEV2,DE,41186,PLANT_SPECIAL,High,INSUPEN,Units
BATCH06975,Medium,Yes,Contract,Hormonal,HORM1,ES,26545,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH05718,Low,No,OwnBrand,Tablet,TL2,ES,384270,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH01237,Medium,No,Contract,Hormonal,HORM2,ES,42487,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH08261,Low,Yes,Contract,Device,DEV2,UK,20650,PLANT_SPECIAL,Medium,INHALER,Units
BATCH01989,Low,No,OwnBrand,Hormonal,HORM2,PT,3992,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH08199,Low,Yes,OwnBrand,Capsule,CL1,IT,347386,PLANT_SOLIDS,Low,OMEP20CAP,TabletsCaps
BATCH06823,Low,No,OwnBrand,Hormonal,HORM1,PT,40055,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH07162,High,No,Contract,Injectable,INJ2,UK,42704,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH06857,High,Yes,Contract,Injectable,INJ1,UK,41949,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH06595,Medium,Yes,OwnBrand,Tablet,TL3,FR,465817,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH09760,High,No,Contract,Injectable,INJ1,UK,32125,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH04246,Low,No,Contract,Device,DEV2,UK,24300,PLANT_SPECIAL,Low,INHALER,Units
