object_id,api_supplier_risk,campaign_flag,client_type,criticality,deviation_type,dosage_form,dosage_specialization,due_date,equipment_type,expiry_date,lab_id,line,line_id,market,material_type,planned_qty,plant,priority,product_code,requested_qty,sample_type,supplier_risk,uom
MAT02212,,,,,,,,,,2025-07-26T08:00:00,,,,,Excipient,,,,,,,High,
MAT02213,,,,,,,,,,2024-01-28T08:00:00,,,,,Component,,,,,,,Low,
MAT02214,,,,,,,,,,2024-09-25T08:00:00,,,,,API,,,,,,,Low,
MAT02215,,,,,,,,,,2024-05-07T08:00:00,,,,,Excipient,,,,,,,High,
MAT02216,,,,,,,,,,2024-07-02T08:00:00,,,,,Excipient,,,,,,,High,
MAT02217,,,,,,,,,,2024-01-30T08:00:00,,,,,Component,,,,,,,Low,
MAT02218,,,,,,,,,,2025-05-19T08:00:00,,,,,API,,,,,,,Medium,
MAT02219,,,,,,,,,,2025-08-18T08:00:00,,,,,API,,,,,,,Medium,
MAT02220,,,,,,,,,,2024-09-21T08:00:00,,,,,Component,,,,,,,High,
MAT02221,,,,,,,,,,2025-01-17T08:00:00,,,,,Component,,,,,,,Low,
MAT02222,,,,,,,,,,2024-06-15T08:00:00,,,,,API,,,,,,,Medium,
MAT02223,,,,,,,,,,2024-11-23T08:00:00,,,,,API,,,,,,,Low,
MAT02224,,,,,,,,,,2024-12-31T08:00:00,,,,,Component,,,,,,,Low,
MAT02225,,,,,,,,,,2024-10-06T08:00:00,,,,,API,,,,,,,Low,
MAT02226,,,,,,,,,,2025-10-13T08:00:00,,,,,Excipient,,,,,,,High,
MAT02227,,,,,,,,,,2024-10-23T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02228,,,,,,,,,,2025-06-10T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02229,,,,,,,,,,2024-04-06T08:00:00,,,,,API,,,,,,,Low,
MAT02230,,,,,,,,,,2024-11-19T08:00:00,,,,,API,,,,,,,Medium,
MAT02231,,,,,,,,,,2025-12-02T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02232,,,,,,,,,,2025-07-01T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02233,,,,,,,,,,2024-01-14T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02234,,,,,,,,,,2025-01-16T08:00:00,,,,,API,,,,,,,Medium,
MAT02235,,,,,,,,,,2024-12-14T08:00:00,,,,,Component,,,,,,,High,
MAT02236,,,,,,,,,,2024-08-11T08:00:00,,,,,API,,,,,,,Low,
MAT02237,,,,,,,,,,2024-07-11T08:00:00,,,,,API,,,,,,,Low,
MAT02238,,,,,,,,,,2025-04-16T08:00:00,,,,,API,,,,,,,High,
MAT02239,,,,,,,,,,2024-05-14T08:00:00,,,,,API,,,,,,,Low,
MAT02240,,,,,,,,,,2024-12-22T08:00:00,,,,,API,,,,,,,High,
MAT02241,,,,,,,,,,2024-05-22T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02242,,,,,,,,,,2024-06-25T08:00:00,,,,,Component,,,,,,,Medium,
MAT02243,,,,,,,,,,2024-05-01T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02244,,,,,,,,,,2025-12-11T08:00:00,,,,,API,,,,,,,Low,
MAT02245,,,,,,,,,,2024-11-10T08:00:00,,,,,API,,,,,,,Low,
MAT02246,,,,,,,,,,2024-05-13T08:00:00,,,,,API,,,,,,,Low,
MAT02247,,,,,,,,,,2025-12-08T08:00:00,,,,,API,,,,,,,High,
MAT02248,,,,,,,,,,2024-01-20T08:00:00,,,,,API,,,,,,,Low,
MAT02249,,,,,,,,,,2024-02-13T08:00:00,,,,,Component,,,,,,,High,
MAT02250,,,,,,,,,,2024-02-03T08:00:00,,,,,API,,,,,,,Low,
MAT02251,,,,,,,,,,2024-05-01T08:00:00,,,,,API,,,,,,,High,
MAT02252,,,,,,,,,,2024-03-08T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02253,,,,,,,,,,2024-04-08T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02254,,,,,,,,,,2025-08-24T08:00:00,,,,,API,,,,,,,Low,
MAT02255,,,,,,,,,,2025-11-17T08:00:00,,,,,API,,,,,,,Low,
MAT02256,,,,,,,,,,2024-04-02T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02257,,,,,,,,,,2025-08-16T08:00:00,,,,,API,,,,,,,Medium,
MAT02258,,,,,,,,,,2024-06-13T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02259,,,,,,,,,,2024-04-11T08:00:00,,,,,API,,,,,,,Low,
MAT02260,,,,,,,,,,2024-07-15T08:00:00,,,,,API,,,,,,,Low,
MAT02261,,,,,,,,,,2025-07-04T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02262,,,,,,,,,,2024-08-07T08:00:00,,,,,API,,,,,,,Low,
MAT02263,,,,,,,,,,2025-12-15T08:00:00,,,,,Component,,,,,,,Medium,
MAT02264,,,,,,,,,,2025-11-20T08:00:00,,,,,API,,,,,,,High,
MAT02265,,,,,,,,,,2024-12-29T08:00:00,,,,,API,,,,,,,Low,
MAT02266,,,,,,,,,,2024-08-07T08:00:00,,,,,Component,,,,,,,High,
MAT02267,,,,,,,,,,2024-04-25T08:00:00,,,,,API,,,,,,,High,
MAT02268,,,,,,,,,,2025-04-22T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02269,,,,,,,,,,2025-05-22T08:00:00,,,,,API,,,,,,,Low,
MAT02270,,,,,,,,,,2025-07-24T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02271,,,,,,,,,,2024-12-01T08:00:00,,,,,API,,,,,,,Low,
MAT02272,,,,,,,,,,2025-01-29T08:00:00,,,,,Component,,,,,,,Low,
MAT02273,,,,,,,,,,2025-09-06T08:00:00,,,,,Excipient,,,,,,,High,
MAT02274,,,,,,,,,,2024-08-19T08:00:00,,,,,Excipient,,,,,,,High,
MAT02275,,,,,,,,,,2025-03-14T08:00:00,,,,,Component,,,,,,,Medium,
MAT02276,,,,,,,,,,2025-05-02T08:00:00,,,,,API,,,,,,,Low,
MAT02277,,,,,,,,,,2024-01-14T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02278,,,,,,,,,,2025-02-09T08:00:00,,,,,Component,,,,,,,Low,
MAT02279,,,,,,,,,,2024-05-02T08:00:00,,,,,Component,,,,,,,Low,
MAT02280,,,,,,,,,,2025-02-14T08:00:00,,,,,API,,,,,,,High,
MAT02281,,,,,,,,,,2024-03-07T08:00:00,,,,,API,,,,,,,Low,
MAT02282,,,,,,,,,,2024-12-12T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02283,,,,,,,,,,2024-05-05T08:00:00,,,,,API,,,,,,,High,
MAT02284,,,,,,,,,,2025-05-26T08:00:00,,,,,API,,,,,,,High,
MAT02285,,,,,,,,,,2025-10-21T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02286,,,,,,,,,,2025-05-02T08:00:00,,,,,Component,,,,,,,Medium,
MAT02287,,,,,,,,,,2025-06-07T08:00:00,,,,,Component,,,,,,,High,
MAT02288,,,,,,,,,,2025-04-10T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02289,,,,,,,,,,2024-09-13T08:00:00,,,,,API,,,,,,,Low,
MAT02290,,,,,,,,,,2024-08-24T08:00:00,,,,,Component,,,,,,,High,
MAT02291,,,,,,,,,,2024-04-11T08:00:00,,,,,API,,,,,,,Low,
MAT02292,,,,,,,,,,2025-05-25T08:00:00,,,,,API,,,,,,,Low,
MAT02293,,,,,,,,,,2025-01-26T08:00:00,,,,,API,,,,,,,Low,
MAT02294,,,,,,,,,,2024-11-06T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02295,,,,,,,,,,2025-11-07T08:00:00,,,,,API,,,,,,,Low,
MAT02296,,,,,,,,,,2024-07-25T08:00:00,,,,,Component,,,,,,,High,
MAT02297,,,,,,,,,,2025-05-17T08:00:00,,,,,Excipient,,,,,,,High,
MAT02298,,,,,,,,,,2025-07-07T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02299,,,,,,,,,,2025-03-16T08:00:00,,,,,API,,,,,,,Low,
MAT02300,,,,,,,,,,2025-04-05T08:00:00,,,,,API,,,,,,,High,
MAT02301,,,,,,,,,,2025-03-29T08:00:00,,,,,Excipient,,,,,,,High,
MAT02302,,,,,,,,,,2024-02-03T08:00:00,,,,,Component,,,,,,,Low,
MAT02303,,,,,,,,,,2025-12-24T08:00:00,,,,,API,,,,,,,Medium,
MAT02304,,,,,,,,,,2025-03-17T08:00:00,,,,,API,,,,,,,High,
MAT02305,,,,,,,,,,2025-02-02T08:00:00,,,,,API,,,,,,,Medium,
MAT02306,,,,,,,,,,2025-08-05T08:00:00,,,,,Component,,,,,,,Low,
MAT02307,,,,,,,,,,2025-05-02T08:00:00,,,,,Component,,,,,,,High,
MAT02308,,,,,,,,,,2025-02-04T08:00:00,,,,,API,,,,,,,Low,
MAT02309,,,,,,,,,,2025-08-28T08:00:00,,,,,Excipient,,,,,,,High,
MAT02310,,,,,,,,,,2024-10-18T08:00:00,,,,,Component,,,,,,,Medium,
MAT02311,,,,,,,,,,2024-01-29T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02312,,,,,,,,,,2025-01-10T08:00:00,,,,,API,,,,,,,Low,
MAT02313,,,,,,,,,,2025-10-02T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02314,,,,,,,,,,2024-04-09T08:00:00,,,,,Excipient,,,,,,,High,
MAT02315,,,,,,,,,,2024-12-31T08:00:00,,,,,Component,,,,,,,Medium,
MAT02316,,,,,,,,,,2024-02-27T08:00:00,,,,,Component,,,,,,,Medium,
MAT02317,,,,,,,,,,2024-08-28T08:00:00,,,,,API,,,,,,,Low,
MAT02318,,,,,,,,,,2025-12-05T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02319,,,,,,,,,,2024-04-27T08:00:00,,,,,API,,,,,,,Medium,
MAT02320,,,,,,,,,,2024-01-21T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02321,,,,,,,,,,2025-04-16T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02322,,,,,,,,,,2024-09-30T08:00:00,,,,,Component,,,,,,,High,
MAT02323,,,,,,,,,,2025-08-25T08:00:00,,,,,API,,,,,,,High,
MAT02324,,,,,,,,,,2025-01-21T08:00:00,,,,,API,,,,,,,Medium,
MAT02325,,,,,,,,,,2025-08-09T08:00:00,,,,,Component,,,,,,,Medium,
MAT02326,,,,,,,,,,2024-04-12T08:00:00,,,,,API,,,,,,,High,
MAT02327,,,,,,,,,,2025-05-23T08:00:00,,,,,API,,,,,,,Medium,
MAT02328,,,,,,,,,,2025-09-21T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02329,,,,,,,,,,2025-03-22T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02330,,,,,,,,,,2025-10-12T08:00:00,,,,,API,,,,,,,High,
MAT02331,,,,,,,,,,2024-10-21T08:00:00,,,,,API,,,,,,,Low,
MAT02332,,,,,,,,,,2024-10-31T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02333,,,,,,,,,,2025-10-01T08:00:00,,,,,Component,,,,,,,Low,
MAT02334,,,,,,,,,,2025-08-29T08:00:00,,,,,API,,,,,,,Low,
MAT02335,,,,,,,,,,2024-03-09T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02336,,,,,,,,,,2024-08-02T08:00:00,,,,,Component,,,,,,,High,
MAT02337,,,,,,,,,,2025-10-29T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02338,,,,,,,,,,2025-03-19T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02339,,,,,,,,,,2025-02-28T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02340,,,,,,,,,,2025-10-01T08:00:00,,,,,Component,,,,,,,Medium,
MAT02341,,,,,,,,,,2024-01-20T08:00:00,,,,,Component,,,,,,,Low,
MAT02342,,,,,,,,,,2024-08-06T08:00:00,,,,,API,,,,,,,High,
MAT02343,,,,,,,,,,2025-10-15T08:00:00,,,,,Component,,,,,,,Medium,
MAT02344,,,,,,,,,,2025-06-18T08:00:00,,,,,Component,,,,,,,Low,
MAT02345,,,,,,,,,,2025-04-18T08:00:00,,,,,API,,,,,,,Medium,
MAT02346,,,,,,,,,,2024-06-03T08:00:00,,,,,API,,,,,,,Low,
MAT02347,,,,,,,,,,2025-02-24T08:00:00,,,,,Excipient,,,,,,,High,
MAT02348,,,,,,,,,,2025-10-11T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02349,,,,,,,,,,2024-09-30T08:00:00,,,,,API,,,,,,,High,
MAT02350,,,,,,,,,,2024-09-19T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02351,,,,,,,,,,2024-09-01T08:00:00,,,,,API,,,,,,,High,
MAT02352,,,,,,,,,,2024-07-15T08:00:00,,,,,API,,,,,,,Low,
MAT02353,,,,,,,,,,2024-11-13T08:00:00,,,,,API,,,,,,,Low,
MAT02354,,,,,,,,,,2025-07-27T08:00:00,,,,,Component,,,,,,,High,
MAT02355,,,,,,,,,,2025-10-24T08:00:00,,,,,Component,,,,,,,High,
MAT02356,,,,,,,,,,2024-06-12T08:00:00,,,,,API,,,,,,,Low,
MAT02357,,,,,,,,,,2024-01-30T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02358,,,,,,,,,,2025-11-05T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02359,,,,,,,,,,2025-05-12T08:00:00,,,,,API,,,,,,,Low,
MAT02360,,,,,,,,,,2024-03-26T08:00:00,,,,,API,,,,,,,Low,
MAT02361,,,,,,,,,,2024-03-06T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02362,,,,,,,,,,2025-11-18T08:00:00,,,,,Component,,,,,,,Medium,
MAT02363,,,,,,,,,,2024-05-23T08:00:00,,,,,API,,,,,,,High,
MAT02364,,,,,,,,,,2025-08-07T08:00:00,,,,,API,,,,,,,Low,
MAT02365,,,,,,,,,,2025-05-23T08:00:00,,,,,API,,,,,,,Medium,
MAT02366,,,,,,,,,,2025-09-06T08:00:00,,,,,API,,,,,,,Low,
MAT02367,,,,,,,,,,2024-12-03T08:00:00,,,,,API,,,,,,,Medium,
MAT02368,,,,,,,,,,2025-03-09T08:00:00,,,,,Component,,,,,,,Low,
MAT02369,,,,,,,,,,2024-04-19T08:00:00,,,,,API,,,,,,,Low,
MAT02370,,,,,,,,,,2024-10-08T08:00:00,,,,,API,,,,,,,Low,
MAT02371,,,,,,,,,,2024-09-17T08:00:00,,,,,Component,,,,,,,High,
MAT02372,,,,,,,,,,2025-06-30T08:00:00,,,,,API,,,,,,,High,
MAT02373,,,,,,,,,,2024-11-20T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02374,,,,,,,,,,2025-11-30T08:00:00,,,,,Component,,,,,,,High,
MAT02375,,,,,,,,,,2024-05-28T08:00:00,,,,,API,,,,,,,Medium,
MAT02376,,,,,,,,,,2025-01-11T08:00:00,,,,,Excipient,,,,,,,High,
MAT02377,,,,,,,,,,2025-10-22T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02378,,,,,,,,,,2025-12-08T08:00:00,,,,,API,,,,,,,Low,
MAT02379,,,,,,,,,,2025-07-19T08:00:00,,,,,API,,,,,,,Medium,
MAT02380,,,,,,,,,,2025-10-16T08:00:00,,,,,Component,,,,,,,Medium,
MAT02381,,,,,,,,,,2025-07-01T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02382,,,,,,,,,,2025-02-01T08:00:00,,,,,API,,,,,,,High,
MAT02383,,,,,,,,,,2024-09-18T08:00:00,,,,,API,,,,,,,High,
MAT02384,,,,,,,,,,2024-08-29T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02385,,,,,,,,,,2024-06-13T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02386,,,,,,,,,,2025-10-21T08:00:00,,,,,Component,,,,,,,Medium,
MAT02387,,,,,,,,,,2024-10-07T08:00:00,,,,,Component,,,,,,,Low,
MAT02388,,,,,,,,,,2025-04-27T08:00:00,,,,,API,,,,,,,High,
MAT02389,,,,,,,,,,2025-03-08T08:00:00,,,,,Component,,,,,,,Medium,
MAT02390,,,,,,,,,,2025-12-16T08:00:00,,,,,API,,,,,,,Low,
MAT02391,,,,,,,,,,2024-12-26T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02392,,,,,,,,,,2025-04-09T08:00:00,,,,,Component,,,,,,,Medium,
MAT02393,,,,,,,,,,2025-10-18T08:00:00,,,,,API,,,,,,,Low,
MAT02394,,,,,,,,,,2025-10-18T08:00:00,,,,,API,,,,,,,High,
MAT02395,,,,,,,,,,2025-02-14T08:00:00,,,,,API,,,,,,,Low,
MAT02396,,,,,,,,,,2024-11-17T08:00:00,,,,,API,,,,,,,Medium,
MAT02397,,,,,,,,,,2024-06-10T08:00:00,,,,,API,,,,,,,Low,
MAT02398,,,,,,,,,,2025-08-31T08:00:00,,,,,API,,,,,,,Low,
MAT02399,,,,,,,,,,2025-04-07T08:00:00,,,,,Component,,,,,,,Medium,
MAT02400,,,,,,,,,,2024-09-23T08:00:00,,,,,Component,,,,,,,Low,
MAT02401,,,,,,,,,,2024-10-15T08:00:00,,,,,API,,,,,,,Medium,
MAT02402,,,,,,,,,,2025-02-28T08:00:00,,,,,API,,,,,,,Low,
MAT02403,,,,,,,,,,2025-02-06T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02404,,,,,,,,,,2024-01-22T08:00:00,,,,,Component,,,,,,,Low,
MAT02405,,,,,,,,,,2024-04-01T08:00:00,,,,,API,,,,,,,Low,
MAT02406,,,,,,,,,,2024-09-25T08:00:00,,,,,Component,,,,,,,Low,
MAT02407,,,,,,,,,,2025-02-14T08:00:00,,,,,API,,,,,,,Low,
MAT02408,,,,,,,,,,2024-06-01T08:00:00,,,,,Component,,,,,,,Medium,
MAT02409,,,,,,,,,,2024-06-23T08:00:00,,,,,API,,,,,,,Medium,
MAT02410,,,,,,,,,,2025-06-22T08:00:00,,,,,API,,,,,,,Low,
MAT02411,,,,,,,,,,2025-11-20T08:00:00,,,,,Component,,,,,,,High,
MAT02412,,,,,,,,,,2024-08-17T08:00:00,,,,,Component,,,,,,,Low,
MAT02413,,,,,,,,,,2024-09-29T08:00:00,,,,,API,,,,,,,Low,
MAT02414,,,,,,,,,,2025-01-26T08:00:00,,,,,Excipient,,,,,,,High,
MAT02415,,,,,,,,,,2024-07-30T08:00:00,,,,,API,,,,,,,High,
MAT02416,,,,,,,,,,2025-11-24T08:00:00,,,,,API,,,,,,,Medium,
MAT02417,,,,,,,,,,2024-07-03T08:00:00,,,,,API,,,,,,,High,
MAT02418,,,,,,,,,,2024-01-30T08:00:00,,,,,Component,,,,,,,Low,
MAT02419,,,,,,,,,,2024-08-29T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02420,,,,,,,,,,2025-01-13T08:00:00,,,,,Component,,,,,,,Low,
MAT02421,,,,,,,,,,2024-01-11T08:00:00,,,,,Component,,,,,,,Low,
MAT02422,,,,,,,,,,2024-11-27T08:00:00,,,,,Component,,,,,,,Low,
MAT02423,,,,,,,,,,2025-12-31T08:00:00,,,,,Component,,,,,,,Low,
MAT02424,,,,,,,,,,2025-09-03T08:00:00,,,,,Component,,,,,,,High,
MAT02425,,,,,,,,,,2024-04-07T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02426,,,,,,,,,,2024-12-06T08:00:00,,,,,API,,,,,,,Low,
MAT02427,,,,,,,,,,2024-12-28T08:00:00,,,,,API,,,,,,,High,
MAT02428,,,,,,,,,,2024-09-16T08:00:00,,,,,API,,,,,,,Low,
MAT02429,,,,,,,,,,2025-02-08T08:00:00,,,,,Component,,,,,,,Medium,
MAT02430,,,,,,,,,,2025-07-26T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02431,,,,,,,,,,2024-09-23T08:00:00,,,,,API,,,,,,,Low,
MAT02432,,,,,,,,,,2024-12-13T08:00:00,,,,,API,,,,,,,High,
MAT02433,,,,,,,,,,2024-04-01T08:00:00,,,,,Component,,,,,,,Low,
MAT02434,,,,,,,,,,2024-05-25T08:00:00,,,,,Excipient,,,,,,,High,
MAT02435,,,,,,,,,,2024-11-16T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02436,,,,,,,,,,2025-05-26T08:00:00,,,,,API,,,,,,,Low,
MAT02437,,,,,,,,,,2025-03-16T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02438,,,,,,,,,,2025-09-19T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02439,,,,,,,,,,2025-03-22T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02440,,,,,,,,,,2025-05-18T08:00:00,,,,,API,,,,,,,Medium,
MAT02441,,,,,,,,,,2024-02-24T08:00:00,,,,,API,,,,,,,High,
MAT02442,,,,,,,,,,2024-02-25T08:00:00,,,,,API,,,,,,,Low,
MAT02443,,,,,,,,,,2024-02-06T08:00:00,,,,,API,,,,,,,Low,
MAT02444,,,,,,,,,,2024-06-16T08:00:00,,,,,Component,,,,,,,Medium,
MAT02445,,,,,,,,,,2024-04-28T08:00:00,,,,,Component,,,,,,,High,
MAT02446,,,,,,,,,,2025-03-28T08:00:00,,,,,Component,,,,,,,Low,
MAT02447,,,,,,,,,,2025-04-13T08:00:00,,,,,Excipient,,,,,,,High,
MAT02448,,,,,,,,,,2024-05-31T08:00:00,,,,,Component,,,,,,,Low,
MAT02449,,,,,,,,,,2024-04-05T08:00:00,,,,,API,,,,,,,Medium,
MAT02450,,,,,,,,,,2024-07-03T08:00:00,,,,,API,,,,,,,Medium,
MAT02451,,,,,,,,,,2025-07-30T08:00:00,,,,,API,,,,,,,Medium,
MAT02452,,,,,,,,,,2025-06-22T08:00:00,,,,,API,,,,,,,Low,
MAT02453,,,,,,,,,,2024-03-19T08:00:00,,,,,API,,,,,,,High,
MAT02454,,,,,,,,,,2025-11-24T08:00:00,,,,,API,,,,,,,High,
MAT02455,,,,,,,,,,2024-01-27T08:00:00,,,,,API,,,,,,,Medium,
MAT02456,,,,,,,,,,2025-02-07T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02457,,,,,,,,,,2024-11-27T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02458,,,,,,,,,,2024-03-24T08:00:00,,,,,API,,,,,,,Low,
MAT02459,,,,,,,,,,2025-04-09T08:00:00,,,,,Component,,,,,,,High,
MAT02460,,,,,,,,,,2024-12-03T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02461,,,,,,,,,,2024-11-28T08:00:00,,,,,API,,,,,,,High,
MAT02462,,,,,,,,,,2024-02-19T08:00:00,,,,,API,,,,,,,Low,
MAT02463,,,,,,,,,,2024-02-26T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02464,,,,,,,,,,2024-04-04T08:00:00,,,,,API,,,,,,,High,
MAT02465,,,,,,,,,,2024-07-01T08:00:00,,,,,Component,,,,,,,Medium,
MAT02466,,,,,,,,,,2024-04-01T08:00:00,,,,,API,,,,,,,High,
MAT02467,,,,,,,,,,2024-06-15T08:00:00,,,,,API,,,,,,,Low,
MAT02468,,,,,,,,,,2024-10-18T08:00:00,,,,,Component,,,,,,,High,
MAT02469,,,,,,,,,,2024-11-01T08:00:00,,,,,API,,,,,,,Low,
MAT02470,,,,,,,,,,2024-11-13T08:00:00,,,,,Component,,,,,,,High,
MAT02471,,,,,,,,,,2025-11-12T08:00:00,,,,,API,,,,,,,Medium,
MAT02472,,,,,,,,,,2025-06-08T08:00:00,,,,,API,,,,,,,Medium,
MAT02473,,,,,,,,,,2025-04-01T08:00:00,,,,,API,,,,,,,High,
MAT02474,,,,,,,,,,2024-10-01T08:00:00,,,,,Component,,,,,,,High,
MAT02475,,,,,,,,,,2025-03-08T08:00:00,,,,,Component,,,,,,,Low,
MAT02476,,,,,,,,,,2025-03-20T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02477,,,,,,,,,,2024-02-11T08:00:00,,,,,Component,,,,,,,Low,
MAT02478,,,,,,,,,,2025-11-23T08:00:00,,,,,Excipient,,,,,,,High,
MAT02479,,,,,,,,,,2025-05-22T08:00:00,,,,,API,,,,,,,Low,
MAT02480,,,,,,,,,,2025-04-24T08:00:00,,,,,API,,,,,,,Medium,
MAT02481,,,,,,,,,,2025-05-04T08:00:00,,,,,Component,,,,,,,Low,
MAT02482,,,,,,,,,,2024-05-10T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02483,,,,,,,,,,2025-06-19T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02484,,,,,,,,,,2025-08-05T08:00:00,,,,,Component,,,,,,,Medium,
MAT02485,,,,,,,,,,2024-02-16T08:00:00,,,,,API,,,,,,,Low,
MAT02486,,,,,,,,,,2025-02-26T08:00:00,,,,,API,,,,,,,High,
MAT02487,,,,,,,,,,2025-11-07T08:00:00,,,,,API,,,,,,,High,
MAT02488,,,,,,,,,,2024-09-17T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02489,,,,,,,,,,2024-04-26T08:00:00,,,,,API,,,,,,,Low,
MAT02490,,,,,,,,,,2024-07-05T08:00:00,,,,,Component,,,,,,,Low,
MAT02491,,,,,,,,,,2024-03-26T08:00:00,,,,,Component,,,,,,,Low,
MAT02492,,,,,,,,,,2024-11-17T08:00:00,,,,,Component,,,,,,,Medium,
MAT02493,,,,,,,,,,2025-09-30T08:00:00,,,,,Component,,,,,,,High,
MAT02494,,,,,,,,,,2024-07-10T08:00:00,,,,,Excipient,,,,,,,Medium,
MAT02495,,,,,,,,,,2024-03-21T08:00:00,,,,,API,,,,,,,Low,
MAT02496,,,,,,,,,,2025-03-20T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02497,,,,,,,,,,2025-02-08T08:00:00,,,,,API,,,,,,,Low,
MAT02498,,,,,,,,,,2024-06-24T08:00:00,,,,,API,,,,,,,Low,
MAT02499,,,,,,,,,,2025-12-09T08:00:00,,,,,Component,,,,,,,High,
MAT02500,,,,,,,,,,2024-11-06T08:00:00,,,,,Component,,,,,,,High,
MAT02501,,,,,,,,,,2024-11-05T08:00:00,,,,,Excipient,,,,,,,High,
MAT02502,,,,,,,,,,2024-05-18T08:00:00,,,,,API,,,,,,,Low,
MAT02503,,,,,,,,,,2024-04-24T08:00:00,,,,,API,,,,,,,Low,
MAT02504,,,,,,,,,,2024-01-28T08:00:00,,,,,API,,,,,,,Low,
MAT02505,,,,,,,,,,2025-10-26T08:00:00,,,,,API,,,,,,,High,
MAT02506,,,,,,,,,,2025-03-22T08:00:00,,,,,API,,,,,,,Low,
MAT02507,,,,,,,,,,2024-11-04T08:00:00,,,,,API,,,,,,,Low,
MAT02508,,,,,,,,,,2025-04-30T08:00:00,,,,,Component,,,,,,,Low,
MAT02509,,,,,,,,,,2024-04-29T08:00:00,,,,,Component,,,,,,,Low,
MAT02510,,,,,,,,,,2025-12-20T08:00:00,,,,,API,,,,,,,Low,
MAT02511,,,,,,,,,,2025-04-27T08:00:00,,,,,Component,,,,,,,High,
MAT02512,,,,,,,,,,2025-08-22T08:00:00,,,,,API,,,,,,,High,
MAT02513,,,,,,,,,,2024-10-28T08:00:00,,,,,API,,,,,,,Low,
MAT02514,,,,,,,,,,2024-12-07T08:00:00,,,,,Component,,,,,,,Low,
MAT02515,,,,,,,,,,2025-10-07T08:00:00,,,,,API,,,,,,,Low,
MAT02516,,,,,,,,,,2025-05-22T08:00:00,,,,,Component,,,,,,,High,
MAT02517,,,,,,,,,,2025-05-14T08:00:00,,,,,Excipient,,,,,,,Low,
MAT02518,,,,,,,,,,2025-06-09T08:00:00,,,,,Component,,,,,,,High,
MAT02519,,,,,,,,,,2024-03-03T08:00:00,,,,,Component,,,,,,,Low,
